name,gender,sub1,sub2,sub3,sub4,lab1,lab2,year,dept,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,regno,password
Damanjeet Singh,m,73,89,7,59,13,36,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME24,Da1ZX1336gh
Sameer,m,10,9,62,50,13,32,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC24,Sa1ZX1332er
Bhushan Sahay,m,51,92,2,53,7,32,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE24,Bh1ZX732ay
Ramesh Kumar,m,37,69,19,61,45,4,1,CI,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01CI24,Ra1ZX454ar
Samadh,m,12,66,15,79,37,16,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1ZX02CS24,Sa1ZX3716dh
Malkeet Singh,m,55,9,1,55,8,37,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS24,Ma1ZX837gh
Uma Shankar,m,75,13,80,1,38,10,2,ME,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME24,Um1ZX3810ar
Kamla Prasad,m,59,86,68,20,44,14,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX02EC24,Ka1ZX4414ad
Mohd. Iqbal,m,16,99,29,11,36,29,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE24,Mo1ZX3629al
Tikku,m,78,62,1,29,10,3,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX02CI24,Ti1ZX103ku
Janesh,m,65,66,42,26,38,39,3,CS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS24,Ja1ZX3839sh
Lakshya Chauhan @ Lucky,m,92,78,62,4,34,17,3,IS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS24,La1ZX3417ky
Anoop Singh,m,56,30,28,19,27,38,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX03ME24,An1ZX2738gh
Dal Chand,m,10,20,49,31,35,19,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX03EC24,Da1ZX3519nd
Pushpendra Singh Rathore,m,86,22,24,63,14,35,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE24,Pu1ZX1435re
Harpal Singh,m,35,7,91,27,7,6,3,CI,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX03CI24,Ha1ZX76gh
Khimanand,m,6,78,48,26,25,25,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS24,Kh1ZX2525nd
Manoj  Kumar Age-24 & Satesh  Kumar Age 18,m,85,26,93,18,32,2,4,IS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS24,Ma1ZX32218
Akshit,m,44,95,82,19,40,37,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME24,Ak1ZX4037it
Chandan Kumar,m,41,39,93,44,23,42,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC24,Ch1ZX2342ar
Vinay,m,99,42,90,7,6,22,4,EE,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1ZX04EE24,Vi1ZX622ay
Pancham,m,77,82,28,57,7,25,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX04CI24,Pa1ZX725am
Ritu Raj,m,31,75,72,43,49,45,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS25,Ri1ZX4945aj
Vinay Kumar Upadhayay,m,63,2,80,70,41,13,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS25,Vi1ZX4113ay
Shekher,m,25,39,48,82,7,6,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01ME25,Sh1ZX76er
Abhishek Yadav,m,69,18,81,93,14,14,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX01EC25,Ab1ZX1414av
Manish Khandelwal,m,77,53,25,63,48,26,1,EE,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX01EE25,Ma1ZX4826al
Bir Singh,m,75,44,60,97,37,21,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI25,Bi1ZX3721gh
Rajkumar Saini S/O Madan Lal Saini,m,12,26,96,97,38,6,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX02CS25,Ra1ZX386ni
Mohd Sajim,m,95,31,49,32,3,5,2,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX02IS25,Mo1ZX35im
Shankarlal S/O Sukharam,m,27,18,19,30,19,39,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX02ME25,Sh1ZX1939am
Neeraj Kishore,m,33,69,46,25,5,28,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC25,Ne1ZX528re
Ishwar,m,88,14,87,58,33,12,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE25,Is1ZX3312ar
Bilal,m,78,33,93,43,27,2,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX02CI25,Bi1ZX272al
Ravi Parkash Solanki,m,22,75,17,77,3,26,3,CS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX03CS25,Ra1ZX326ki
Rohit Kumar Tiwari,m,75,20,39,19,3,14,3,IS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX03IS25,Ro1ZX314ri
Pramod,m,37,4,61,16,47,34,3,ME,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX03ME25,Pr1ZX4734od
Manjeet Kumar,m,32,47,98,57,31,10,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC25,Ma1ZX3110ar
Vimal Kumar,m,90,17,66,24,36,37,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX03EE25,Vi1ZX3637ar
Abbas Mehndi,m,75,66,67,38,34,19,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03CI25,Ab1ZX3419di
Omprkash,m,50,84,39,72,30,44,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS25,Om1ZX3044sh
Deepak Rathore,m,61,18,49,9,32,15,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04IS25,De1ZX3215re
Masoom,m,79,39,57,28,5,45,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX04ME25,Ma1ZX545om
Deepak Kamat,m,29,31,76,43,19,40,4,EC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC25,De1ZX1940at
Ajay @ Ajju,m,3,65,36,50,32,36,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04EE25,Aj1ZX3236ju
Toquir Ali,m,14,87,76,96,47,32,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1ZX04CI25,To1ZX4732li
Shyam Sundra,m,90,56,27,15,26,25,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS26,Sh1ZX2625ra
Sarthak Dadwal,m,34,75,17,57,42,21,1,IS,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS26,Sa1ZX4221al
Armaan @ Suvalin,m,35,84,41,11,3,48,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX01ME26,Ar1ZX348in
Kunal Kishore,m,57,22,29,42,19,18,1,EC,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1ZX01EC26,Ku1ZX1918re
Nabav Shekh,m,75,95,69,81,26,12,1,EE,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE26,Na1ZX2612kh
Kasim Ansari,m,6,97,37,70,24,13,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI26,Ka1ZX2413ri
Nitin Parkash,m,8,22,42,78,37,29,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS26,Ni1ZX3729sh
Subin Sugathan,m,96,10,1,11,41,11,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS26,Su1ZX4111an
Mayur Agarwal,m,33,62,49,20,12,39,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1ZX02ME26,Ma1ZX1239al
Madan Lal,m,23,60,50,13,5,6,2,EC,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC26,Ma1ZX56al
Vinay Kumar,m,38,98,22,19,42,48,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE26,Vi1ZX4248ar
Ghansyam Soni,m,72,43,57,6,23,6,2,CI,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI26,Gh1ZX236ni
Ram Dutt,m,3,86,42,20,7,2,3,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS26,Ra1ZX72tt
Sanjeev Sharma,m,23,75,4,94,42,36,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX03IS26,Sa1ZX4236ma
Devender Singh,m,69,8,28,29,19,47,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME26,De1ZX1947gh
Asharam,m,22,92,60,33,49,49,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC26,As1ZX4949am
Son Pal@ Sonu Kumar,m,49,15,38,74,18,26,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX03EE26,So1ZX1826ar
Badri Prsad Mishra,m,85,23,38,7,19,24,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI26,Ba1ZX1924ra
Azad Ali,m,25,56,5,20,27,45,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS26,Az1ZX2745li
Jorj Vargees,m,8,32,33,74,33,39,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX04IS26,Jo1ZX3339es
Naresh Adhikari,m,99,26,81,60,48,33,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME26,Na1ZX4833ri
Pawan Singh,m,76,96,97,92,15,6,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1ZX04EC26,Pa1ZX156gh
Aashik,m,31,24,4,8,23,34,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE26,Aa1ZX2334ik
Amit Kumar Verma,m,26,9,83,69,33,39,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI26,Am1ZX3339ma
Subham @ Vikash,m,21,60,12,48,29,49,1,CS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS27,Su1ZX2949sh
Sugodh Kumar,m,99,12,65,41,34,42,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS27,Su1ZX3442ar
Ashok,m,17,13,85,1,19,25,1,ME,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME27,As1ZX1925ok
Satish,m,23,36,52,99,18,21,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC27,Sa1ZX1821sh
Munender Singh,m,52,97,63,50,5,40,1,EE,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1ZX01EE27,Mu1ZX540gh
Krishan Kumar,m,96,36,37,67,11,39,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI27,Kr1ZX1139ar
Ashutosh @ Deepak,m,52,53,38,14,36,47,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02CS27,As1ZX3647ak
Saddam Hussain,m,99,23,82,64,19,9,2,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1ZX02IS27,Sa1ZX199in
Harender,m,30,48,55,3,36,33,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME27,Ha1ZX3633er
Jay Kumar,m,52,35,50,53,20,2,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX02EC27,Ja1ZX202ar
Mohd Imran @ Munna,m,37,36,85,6,14,48,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE27,Mo1ZX1448na
Shyam Sunder,m,41,29,97,43,9,8,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI27,Sh1ZX98er
Parmod,m,54,50,78,48,41,32,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS27,Pa1ZX4132od
Mangat Singh,m,72,17,32,28,10,29,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX03IS27,Ma1ZX1029gh
Aryan Prateek,m,75,40,18,12,40,15,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03ME27,Ar1ZX4015ek
Rahul Chauhan,m,21,21,81,79,44,33,3,EC,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC27,Ra1ZX4433an
Savan,m,25,15,65,60,42,47,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1ZX03EE27,Sa1ZX4247an
Mohd Siwam,m,25,59,10,12,28,32,3,CI,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI27,Mo1ZX2832am
Rajender Kumar,m,86,45,27,89,40,20,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS27,Ra1ZX4020ar
Manish @ Mukesh,m,3,98,47,77,38,28,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS27,Ma1ZX3828sh
Ramesh Singh Negi,m,53,24,78,32,42,7,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME27,Ra1ZX427gi
Patik@Monu,m,26,58,3,74,38,17,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1ZX04EC27,Pa1ZX3817nu
Nand Kishor,m,66,92,61,10,7,13,4,EE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE27,Na1ZX713or
Rajeev Luka,m,75,64,35,94,3,22,4,CI,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI27,Ra1ZX322ka
Sarad Raghuvansi,m,83,54,6,44,4,27,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS28,Sa1ZX427si
Ram Prakash,m,10,94,83,12,20,45,1,IS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS28,Ra1ZX2045sh
Sh Pratap Singh,m,69,59,38,8,12,18,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME28,Sh1ZX1218gh
Liyakat Ali,m,23,58,51,66,37,20,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC28,Li1ZX3720li
Vicky,m,51,4,59,79,2,16,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE28,Vi1ZX216ky
Bodh Raj @Kala,m,48,78,16,51,20,39,1,CI,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI28,Bo1ZX2039la
Pankaj Ratori,m,71,41,10,59,7,43,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS28,Pa1ZX743ri
Leela Dhar Narang,m,77,83,43,57,8,38,2,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS28,Le1ZX838ng
Abdul Rehman,m,59,95,3,22,9,12,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME28,Ab1ZX912an
Shamshad,m,24,8,64,82,43,17,2,EC,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC28,Sh1ZX4317ad
Bittu Paswan,m,64,14,86,3,10,42,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE28,Bi1ZX1042an
Shashank Sharma,m,80,7,80,5,5,28,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1ZX02CI28,Sh1ZX528ma
Hare Chatiyan,m,35,51,88,61,8,4,3,CS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX03CS28,Ha1ZX84an
Vipulander,m,9,94,3,19,46,35,3,IS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS28,Vi1ZX4635er
Abdul Rahman,m,66,78,68,1,23,39,3,ME,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX03ME28,Ab1ZX2339an
Khuma Ram,m,78,16,49,60,36,14,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX03EC28,Kh1ZX3614am
Naresh Chand @ Pappu,m,91,93,94,17,19,1,3,EE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03EE28,Na1ZX191pu
Komal / Kabila,m,81,16,87,55,11,39,3,CI,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1ZX03CI28,Ko1ZX1139la
Vikash @ Mungeri,m,1,36,48,58,4,39,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1ZX04CS28,Vi1ZX439ri
Deepak Kumar Mishra,m,17,49,29,86,35,16,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS28,De1ZX3516ra
Piyush,m,98,33,54,52,12,8,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME28,Pi1ZX128sh
Lakhan,m,1,59,43,52,30,31,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX04EC28,La1ZX3031an
Nadim,m,16,31,40,41,38,27,4,EE,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE28,Na1ZX3827im
Sahdab,m,27,62,9,37,16,24,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI28,Sa1ZX1624ab
Tufel,m,92,88,96,75,37,42,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1ZX01CS29,Tu1ZX3742el
Tekchand,m,23,44,81,78,4,34,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS29,Te1ZX434nd
Bobby,m,44,33,21,10,44,6,1,ME,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX01ME29,Bo1ZX446by
Tejvir,m,33,65,22,96,9,41,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC29,Te1ZX941ir
Dilip,m,15,68,52,90,45,11,1,EE,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX01EE29,Di1ZX4511ip
Ravi Shankar,m,71,55,40,25,29,46,1,CI,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI29,Ra1ZX2946ar
Subodh,m,54,96,98,26,26,5,2,CS,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS29,Su1ZX265dh
Pramood,m,57,39,94,94,2,16,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS29,Pr1ZX216od
Dev,m,88,81,83,56,45,8,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME29,De1ZX458ev
Suresh@Tinku,m,63,53,65,29,47,35,2,EC,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX02EC29,Su1ZX4735ku
